EkspertizAI — Ekspertiz İstasyon Veri Giriş Tablosu,,,,,,,,,,,,,,,,,,,
"⚠ Sarı alanlar zorunludur. | Google Rating: Google Maps puanı (1-5) | Sponsor Seviyesi: 0=Ücretsiz, 1=Basic (500₺/ay), 2=Premium (1000₺/ay)",,,,,,,,,,,,,,,,,,,
Ad *,Franchise,İl *,İlçe *,Adres,Telefon *,Telefon 2,E-posta,Website,Google Maps URL,Google Rating,Enlem,Boylam,"Aktif mi?
(EVET/HAYIR)","Sponsorlu mu?
(EVET/HAYIR)","Sponsor
Seviyesi
(0/1/2)","Sponsor
Başlangıç
(GG.AA.YYYY)","Sponsor
Bitiş
(GG.AA.YYYY)",Notlar,"Google
Place ID"
Pilot Garage Oto Ekspertiz Altınova Havalimanı & UTTS Montaj Noktası,Pilot Garage,Antalya,Kepez,"Altınova Sinan, Antalya-1 Cd No:8/D, 07170 Kepez/Antalya, Türkiye",0505 691 61 07,,,,https://maps.google.com/?cid=6519026788129922751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
PİLOT GARAGE OTO EXPERTİZ 4X4 TSE-HYB KURUMSAL EXPERTİZ VARSAK ANTALYA,Pilot Garage,Antalya,Kepez,"Sütçüler, 07320 Kepez/Antalya, Türkiye",,,,,https://maps.google.com/?cid=2593942757933104509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Umran Oto Ekspertiz - İstoç,Ümran Oto Ekspertiz,İstanbul,Bağcılar,"Mahmutbey, İnönü Cd. A-b Blok No: 155-157 A, 34218 Bağcılar/İstanbul, Türkiye",0552 480 59 52,,,,https://maps.google.com/?cid=7621177950914636298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,9",,,EVET,HAYIR,0,,,,
Umran Oto Ekspertiz İvedik - Otokent,Ümran Oto Ekspertiz,Ankara,Yenimahalle,"İvedik OSB, 1467. Cd. Köşe İvedik İş Yerleri No:6 P, 06378 Yenimahalle/Ankara, Türkiye",0506 048 83 82,,,,https://maps.google.com/?cid=6830186938917664446&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Ankara Ümran oto expertiz,Ümran Oto Ekspertiz,Ankara,Altındağ,"Hacı Bayram, Kazım Karabekir Cd. No:132 D:20, 06050 Altındağ/Ankara, Türkiye",,,,,https://maps.google.com/?cid=2164520068020982256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,4",,,EVET,HAYIR,0,,,,
Umran Oto Ekspertiz İzmir Otogar (Yakında Hizmetinizdeyiz),Ümran Oto Ekspertiz,İzmir,Bornova,"Yeşilova, 4174. Sk No:132C, 35080 Bornova/İzmir, Türkiye",0541 186 24 84,,,,https://maps.google.com/?cid=11254049323854564019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
GARANTİLİ ARABAM OTO EKSPERTİZ,Garantili Arabam,İstanbul,Esenyurt,"Koza, 1699. Sk., 34538 Esenyurt/İstanbul, Türkiye",0505 103 75 71,,,,https://maps.google.com/?cid=7699943018080476118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
GARANTİLİ ARABAM OTO EKSPERTİZ,Garantili Arabam,İstanbul,Esenyurt,"Koza, 1689. Sk., 34538 Esenyurt/İstanbul, Türkiye",(0212) 605 07 71,,,,https://maps.google.com/?cid=2317457958474850967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Garantili Arabam Sultangazi Oto Ekspertiz,Garantili Arabam,İstanbul,Sultangazi,"Esentepe, Hoca Ahmet Yesevi Cd. No:12/B, 34265 Sultangazi/İstanbul, Türkiye",0551 349 61 58,,,,https://maps.google.com/?cid=17828315988814061779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Dynobil Ostim Oto Ekspertiz,Garantili Arabam,Ankara,Yenimahalle,"Ostim OSB, 100. Yıl Blv No:27, 06374 Yenimahalle/Ankara, Türkiye",0532 280 30 25,,,,https://maps.google.com/?cid=18023063822416047083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Garantili Arabam Yahyalar Oto Ekspertiz,Garantili Arabam,Ankara,Yenimahalle,"Yukarı Yahyalar İvedik Caddesi No:490/J D:l, Yukarı Yahyalar, 06664 Yenimahalle/Ankara, Türkiye",0554 233 34 32,,,,https://maps.google.com/?cid=12219550176362070205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Garantili Arabam Etimesgut Oto Ekspertiz,Garantili Arabam,Ankara,Etimesgut,"Kazım Karabekir, İstasyon Cad. No:107/B, 06794 Etimesgut/Ankara, Türkiye",0554 712 07 10,,,,https://maps.google.com/?cid=15630142381886971069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Garantili Arabam Başerler Otonomi Oto Ekspertiz,Garantili Arabam,Ankara,Pursaklar,"Saray Cumhuriyet, Ülküm Caddesi No:17/E 7, 06145 Pursaklar/Ankara, Türkiye",0541 384 60 50,,,,https://maps.google.com/?cid=9745812370625497049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Garantili Arabam Seyhan Oto Ekspertiz,Garantili Arabam,Adana,Seyhan,"Şakirpaşa, Turhan Cemal Beriker Blv. No: 299 , 01180, 01040 Seyhan/Adana, Türkiye",0533 133 17 33,,,,https://maps.google.com/?cid=1065192154710678516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Garantili Arabam Seyhan Otocenter Oto Ekspertiz,Garantili Arabam,Adana,Seyhan,"Yeşiloba, 46120. Sk. no 27, 01210 Seyhan/Adana, Türkiye",0544 103 26 01,,,,https://maps.google.com/?cid=14869472980755384639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Garanti̇li̇ Arabam Oto Eksperti̇z,Garantili Arabam,Gaziantep,Şehitkamil,"Sanayi, 27580 Şehitkamil/Gaziantep, Türkiye",,,,,https://maps.google.com/?cid=18372547076847352986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Garantili Arabam Samsun Oto Ekspertiz,Garantili Arabam,Samsun,Canik,"Yenimahalle, 54. Sk. No:66, 55080, 55080 Canik/Samsun, Türkiye",0545 840 09 10,,,,https://maps.google.com/?cid=2186944515898303505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Garantili Arabam Oto Ekspertiz,Garantili Arabam,Diyarbakır,Kayapınar,"İlhanlar Oto üzeri, Beneklitaş, Elazığ Cd., 21010 Kayapınar/Diyarbakır, Türkiye",,,,,https://maps.google.com/?cid=12907813522595895803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
Garanti Oto Ekspertiz,EFT Oto Ekspertiz,Ankara,Çankaya,"Balgat Mahallesi, 1904. Cd. No : 72, 06370 Çankaya/Ankara, Türkiye",0541 231 24 06,,,,https://maps.google.com/?cid=13702529982375091545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
Ankara Computest Bilgisayarlı Oto Ekspertiz Oto Test Merkezi DYNO KAPORTA BOYA FUL+FULL,EFT Oto Ekspertiz,Ankara,Altındağ,"Mahallesi, Zübeyde Hanım, Turgut Özal 2 Blv No:35 D:2, 06010 Altındağ/Ankara, Türkiye",0505 447 75 94,,,,https://maps.google.com/?cid=5162966187931767836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
Teknik Oto Ekspertiz,EFT Oto Ekspertiz,Bursa,Osmangazi̇,"Anatolium Alışveriş Merkezi, Alaşarköy, Otopark, 16120 Osmangazi̇/Bursa, Türkiye",0532 179 82 84,,,,https://maps.google.com/?cid=8473557639388899593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
D Expert Gaziantep Oto Ekspertiz Merkezi,EFT Oto Ekspertiz,Gaziantep,Şehitkamil,"Sanayi, Durdu Yetkin Şekerci Cd. No: 8, 27580 Şehitkamil/Gaziantep, Türkiye",0533 066 89 68,,,,https://maps.google.com/?cid=11238601303829815515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,2",,,EVET,HAYIR,0,,,,
Güven Oto Test Ekspertiz,EFT Oto Ekspertiz,Gaziantep,Şehitkamil,"Sanayi, 3074 Cd 9A D:1, 27580 Şehitkamil/Gaziantep, Türkiye",(0342) 328 95 41,,,,https://maps.google.com/?cid=9835545764484560383&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,8",,,EVET,HAYIR,0,,,,
EFT Oto Ekspertiz Kayseri,EFT Oto Ekspertiz,Kayseri,Melikgazi,"HUNDAY İNOTO, Anbar, Osman Kavuncu Blv. No:566, 38060 Melikgazi/Kayseri, Türkiye",(0212) 854 33 33,,,,https://maps.google.com/?cid=18226868406058526422&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
Auto King Oto Ekspertiz Ümraniye Şerifali Şubesi,Auto King Oto Ekspertiz,İstanbul,Ümraniye,"Şerifali Mahallesi Turgut Özal Caddesi, Şerifali, Hatboyu Bulvarı No:130, 34775 Ümraniye/İstanbul, Türkiye",0533 764 33 99,,,,https://maps.google.com/?cid=1525847187048228912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Auto King - İstanbul Automall Oto Ekspertiz,Auto King Oto Ekspertiz,İstanbul,Bağcılar,"100. Yıl Mh. Veysel Karani Cd. A2 Blok, Bodrum 1 Galeri, 100. Yıl, D:34, 34218 Bağcılar/İstanbul, Türkiye",0530 937 04 94,,,,https://maps.google.com/?cid=2538750753284315578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Auto King - Ümraniye Ekspertiz Tepeüstü 4x4,Auto King Oto Ekspertiz,İstanbul,Ümraniye,"Dudullu OSB, Alemdağ Cd No: 546/A, 34771 Ümraniye/İstanbul, Türkiye",0546 855 78 45,,,,https://maps.google.com/?cid=13051475564132808875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,8",,,EVET,HAYIR,0,,,,
Auto King - İstanbul İstoç Oto Ekspertiz,Auto King Oto Ekspertiz,İstanbul,Bağcılar,"Göztepe, İstoç 2. Cd No:1/3B1, 34218 Bağcılar/İstanbul, Türkiye",0542 165 15 00,,,,https://maps.google.com/?cid=7051676739650804355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Auto King - Oto Ekspertiz Esenyurt Autopia,Auto King Oto Ekspertiz,İstanbul,Esenyurt,"Autopia, Gökevler, Adnan Kahveci Blv. No:1/262 Kat: -1, 34522 Esenyurt/İstanbul, Türkiye",0506 401 90 92,,,,https://maps.google.com/?cid=3909834172609895841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Auto King - Sancaktepe Oto Ekspertiz Barajyolu,Auto King Oto Ekspertiz,İstanbul,Sancaktepe,"Sarıgazi, Atatürk Cd. No:20/A, 34785 Sancaktepe/İstanbul, Türkiye",0850 622 2067,,,,https://maps.google.com/?cid=7298719795179858130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
AUTO KING Ankara Oto Ekspertiz Yenimahalle İvedik,Auto King Oto Ekspertiz,Ankara,Yenimahalle,"İvedikköy, Melih Gökçek Blv. No: 138/10, 06378 Yenimahalle/Ankara, Türkiye",,,,,https://maps.google.com/?cid=1894328245606677026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Auto King - Ankara Çankaya Çayyolu Oto Ekspertiz,Auto King Oto Ekspertiz,Ankara,Etimesgut,"Erler, Bağlıca Blv. No 4/A, 06790 Etimesgut/Ankara, Türkiye",0542 810 23 06,,,,https://maps.google.com/?cid=3119429424026819843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Auto King - Ankara Gimat Oto Ekspertiz,Auto King Oto Ekspertiz,Ankara,Yenimahalle,"Macun, 204 Cad. No:141A, 06560 Yenimahalle/Ankara, Türkiye",0544 161 24 71,,,,https://maps.google.com/?cid=10108262069323184274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Auto King - Ankara Balgat Oto Ekspertiz,Auto King Oto Ekspertiz,Ankara,Çankaya,"Ehlibeyt Mh. Ceyhun Atuf Kansu Cd. No:124G, Ehlibeyt, 06520 Çankaya/Ankara, Türkiye",0531 947 32 30,,,,https://maps.google.com/?cid=1857501603650979159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Auto King - Ankara Kazım Karabekir Oto Ekspertiz,Auto King Oto Ekspertiz,Ankara,Altındağ,"Hacı Bayram, Kazım Karabekir Cd. 72/11-A, 06050 Altındağ/Ankara, Türkiye",0534 507 06 78,,,,https://maps.google.com/?cid=17648433557180583994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Auto King - Ankara Şaşmaz Oto Ekspertiz Etimesgut 4x4,Auto King Oto Ekspertiz,Ankara,Etimesgut,"Bahçekapı, Sanayi Blv. No:5/E, 06797 Etimesgut/Ankara, Türkiye",0537 674 55 14,,,,https://maps.google.com/?cid=15642533323911838255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Auto King Oto Ekspertiz - Ankara Başerler Otonomi,Auto King Oto Ekspertiz,Ankara,Pursaklar,"Saray Cumhuriyet, Ülküm Cd 17/L 12, 06145 Pursaklar/Ankara, Türkiye",0535 466 77 57,,,,https://maps.google.com/?cid=13728785480492457664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Auto King - Ankara Oto Ekspertiz Yenimahalle Otokent,Auto King Oto Ekspertiz,Ankara,Yenimahalle,"OTOKENT AVM, İvedik OSB, Melih Gökçek Blv. üzeri No:6\381, 06560 Yenimahalle/Ankara, Türkiye",0532 627 84 64,,,,https://maps.google.com/?cid=5969168415065742755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Auto King - Ankara Autozone Oto Ekspertiz,Auto King Oto Ekspertiz,Ankara,Yenimahalle,"Mehmet Akif Ersoy, 291. Sk. No:5, 06200 Yenimahalle/Ankara, Türkiye",0532 588 78 76,,,,https://maps.google.com/?cid=14749723728381559165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Auto King - Ankara Oto Ekspertiz İncek 4x4,Auto King Oto Ekspertiz,Ankara,Gölbaşı,"Kızılcaşar, 2643. Sk. No:2B, 06770 Gölbaşı/Ankara, Türkiye",0535 766 48 00,,,,https://maps.google.com/?cid=10838015992462185142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
AUTO KING Ekspertiz Auto Zone Yenimahalle,Auto King Oto Ekspertiz,Ankara,Yenimahalle,"Anadolu Bulvarı, Mehmet Akif Ersoy, Yeşilay Cd. No: 6-2/25, 06200 Yenimahalle/Ankara, Türkiye",0537 674 55 14,,,,https://maps.google.com/?cid=2851949053985810341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Otoekspertiz oto ekspertiz,Auto King Oto Ekspertiz,İzmir,Bornova,"7419 /39/5.sanayi, Kazımdirik, Pinarbaşı Bornova, 35030 Bornova/İzmir, Türkiye",0532 463 41 59,,,,https://maps.google.com/?cid=13264386005984753566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Auto King - Bursa Osmangazi Oto Ekspertiz,Auto King Oto Ekspertiz,Bursa,Osmangazi̇,"Panayır, İstanbul Cd No:405, 16250 Osmangazi̇/Bursa, Türkiye",0532 488 66 57,,,,https://maps.google.com/?cid=15234497175149603075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
DynoKING Oto Ekspertiz BURSA,Auto King Oto Ekspertiz,Bursa,Yıldırım,"Otosansit sanayi sitesi 1.blok (kamyon garajı girişi)/ K.sanayi 56. Blok Nilüfer, Yiğitler, 16290 Yıldırım/Bursa, Türkiye",0533 516 89 70,,,,https://maps.google.com/?cid=18071375139595484290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,1",,,EVET,HAYIR,0,,,,
RS İSTANBUL ESENYURT AUTOPİA OTO EKSPERTİZ,RS Oto Ekspertiz,İstanbul,Esenyurt,"Autopia Araba AVM, Gökevler, Adnan Kahveci Blv. Kat:1 Kapı No: 16, 34516 Esenyurt/İstanbul, Türkiye",0850 480 0132,,,,https://maps.google.com/?cid=17318927186596159595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
RS Ankara Yenimahalle Yahyalar Oto Ekspertiz,RS Oto Ekspertiz,Ankara,Yenimahalle,"Aşağı Yahyalar, İvedik Cd. No:221A, 06210 Yenimahalle/Ankara, Türkiye",0850 480 3590,,,,https://maps.google.com/?cid=5367605660511128707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,2",,,EVET,HAYIR,0,,,,
RS Oto Ekspertiz - Otokent,RS Oto Ekspertiz,Ankara,Yenimahalle,"İvedik OSB, Melih Gökçek Blv. No:6 D:380, 06560 Yenimahalle/Ankara, Türkiye",,,,,https://maps.google.com/?cid=15064118190426763764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,,,EVET,HAYIR,0,,,,
VavaCars Kayseri Araç Alım Merkezi (RS Oto ekspertiz),RS Oto Ekspertiz,Kayseri,Melikgazi,"Aydınlıkevler, Osman Kavuncu Blv. no:109/A, 38050 Melikgazi/Kayseri, Türkiye",0545 369 77 45,,,,https://maps.google.com/?cid=10721321239264462667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
RS Oto Ekspertiz - Samsun Canik,RS Oto Ekspertiz,Samsun,Canik,"Yenimahalle, Alirızabey Blv No:2/1, 55080 Canik/Samsun, Türkiye",0850 480 1167,,,,https://maps.google.com/?cid=3599882364335431262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,7",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Otokent İvedik Ankara,Yamanlar Oto Ekspertiz,Ankara,Yenimahalle,"İvedik OSB, Melih Gökçek Blv. Üzeri No:6/20A, 06560 Yenimahalle/Ankara, Türkiye",0532 768 26 34,,,,https://maps.google.com/?cid=7349183575639925938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Yeşilova Etimesgut,Yamanlar Oto Ekspertiz,Ankara,Etimesgut,"Yeşilova, 4016. Cad. No:10 BF, 06824 Etimesgut/Ankara, Türkiye",0540 966 72 75,,,,https://maps.google.com/?cid=11890981048225574489&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
NET OTO EKSPERTİZ ANTALYA / MURATPAŞA,Yamanlar Oto Ekspertiz,Antalya,Kepez,"Kültür, 75. Yıl Cd. No:30, 07030 Kepez/Antalya, Türkiye",0530 525 02 59,,,,https://maps.google.com/?cid=9344604269800727000&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
Dynobil Oto Ekspertiz Şaşmaz Ottoman Plus,Dynomark,Ankara,Yenimahalle,"OTTOMAN PLUS, Ergazi, 1803. Sk. No: 6A İç Kapı No: 17, 06370 Yenimahalle/Ankara, Türkiye",0541 179 99 06,,,,https://maps.google.com/?cid=2929064416994420404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Dynoxper Oto Ekspertiz,Dynomark,İzmir,Bornova,"100 > 100 Müşteri memnuniyeti, 3. Sanayi Sitesi, Kazımdirik, 419. Sk. No:4, 35100 Bornova/İzmir, Türkiye",0532 454 87 06,,,,https://maps.google.com/?cid=13729390412010690891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Profesyonel Oto Ekspertiz,Dynomark,Bursa,Ni̇lüfer,"Üçevler, 16120 Ni̇lüfer/Bursa, Türkiye",,,,,https://maps.google.com/?cid=6846485855126760884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
DYNOMARK OTO EKSPERTİZ ANTALYA,Dynomark,Antalya,Kepez,"Göksu Mah. Serik Cad. No:17 Tedaş yanı, Göksu, 07260 Kepez/Antalya, Türkiye",0552 888 86 78,,,,https://maps.google.com/?cid=7418665879924019864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Efe Oto Ekspertiz,Dynomark,Adana,Seyhan,"Ziyapaşa, Mustafa Kemal Paşa Blv. No:83/A, 01140 Seyhan/Adana, Türkiye",0540 254 09 99,,,,https://maps.google.com/?cid=957370157277157168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
DYNO NET OTO EKSPERTİZ,Dynomark,Gaziantep,Şehitkamil,"Gaziantep Şehitkamil Fıstıklık mah, TEKİM OTO CENTER, MERKEZ ALİ, 152181 nolu sokak no 16 B blok BB:11, 27000 Şehitkamil/Gaziantep, Türkiye",0533 332 18 76,,,,https://maps.google.com/?cid=1299502242063159049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
Öz Dyno Net Oto Ekspertiz,Dynomark,Gaziantep,Şehitkamil,"Sanayi, 60047. Cd. No:109, 27100 Şehitkamil/Gaziantep, Türkiye",0554 885 55 01,,,,https://maps.google.com/?cid=12576795578811313758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Dyno Denizli Oto Ekspertiz,Dynomark,Denizli,Denizli Merkezefendi,"Sümer, 2475. Sk. no 16 d, 20000 Denizli Merkezefendi/Denizli, Türkiye",0539 362 41 72,,,,https://maps.google.com/?cid=10047684056022170903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
computest,Computest,İstanbul,Ümraniye,"Atatürk Oto San Sitesi 2. Kısım Rentaş İş Merkezi No:65, Tatlısu, 34774 Ümraniye/İstanbul, Türkiye",(0312) 491 88 18,,,,https://maps.google.com/?cid=12173306583513927655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
